rapper,lyrics
Nas,"I can see things more clearly, that's why they fear me (let's go!)
Chain gleamin', switchin' lanes, two-seater"
Nas,"They tellin' you your state of mind like you worthless, so he curses
His mom's sayin' Bible verses, that's all she works with"
Nas,"Life's a bitch and then you die, that's why we get high
'Cause you never know when you're gonna go"
Nas,"Man, what I see, you wouldn't understand
Where I been and what I do"
Nas,"It ain't you, it's the things you do (Do)
It's tearing my heart in two"
Nas,"Converted into gangbangin', four niggas still hangin'
Years passin' and slang changin'"
Nas,"Trustin' your judgment, quick to put it down, they deadly
The hood love you, but behind your back, they pray for the day"
Nas,"I know I can
Be what I wanna be"
Nas,"A two-day stay, you may say I needed time alone
To relax my dome, no phone, left the nine at home"
Nas,"Yambo, Brownsville
Wizard, Far Rockaway"
Nas,"Plus the people need someone to believe in (Yes)
So in God's Son we trust"
Nas,"Uhh... uhh, uhh, light it, light it, uhh
These hot-headed youngsters always get into trouble"
Nas,"Run that back, man (Bust it back)
I gotta get high, man, you got weed? (Run that back)"
Nas,"Full of black rats trapped, plus the Island is packed
From what I hear in all the stories when my peoples come back"
Nas,"Respectfully
Bucket on low like Erick and Parrish"
Nas,"You can host the TV, like Oprah Winfrey
Whatever you decide, be careful – some men be"
Nas,"Oooooh-ooooh-oooooooh
42nd Street Terminal"
Nas,"Bitch, I'm a hard hitter, Rolex clocks and killers
Holdin' the order, I'm prayin' God delivers"
Nas,"As cute as can be, up in the club with fake ID
Careful, 'fore you meet a man with HIV"
Nas,"I saw grown men fall when I was a youngster
But I clench my fists, ready to go against whoever"
Nas,"One prayer, tell God forgive me for one sin
Matter fact, maybe more than one"
Nas,"Fox News was started by a black dude, also true (Fuck you too!)
Convinced my experiences were meant to be"
Nas,"Cursed with his son Brandon
If that's you and me, Knight, I pray our fates greater"
Nas,"Ecstasy and Prince Markie Dee, MF DOOM, I hit 50 via text
Told him that I love him 'cause I don't even know when I'ma see him next (Nah)"
Nas,"You can hate me now (Do it now) (You can hate me now)
You can hate me now (Do it now)"
Nas,"Will it take me under?
I don't know"
Nas,"I'll leave your brain stimulated, niggas is frozen
Speak with criminal slang, begin like a violin"
Nas,"It forgot where it started
So we all gather here for the dearly departed"
Nas,"Nonsense, not to be obnoxious, kid
Mega, for the record you could suck my dick"
Nas,"I could change anything
If I changed anything, I mean anything"
Nas,"The Goodfellas, my man Cormega, Lakey the Kid
Can't forget Drawz, the Hillbillies"
Nas,"That buck that bought a bottle could've struck the lotto
Once I stood on the block, loose cracks produce stacks"
Nas,"Liars brag they put work in
You ain't mean to murk him, your gun's a virgin"
Nas,"Ladies lookin' for athletes or rappers
Whatever you choose, whatever you do"
Nas,"Climaxin', my bitches, they be laughin'
They high from sniffin' coke off a twenty-cent Andrew Jackson"
Nas,"Me, I'm free of debt, yeah, green is on Chia Pet (Woo)
This is the effects of my old neighborhood misery index"
Nas,"Uh...
Pacino life, G a roll, casino dice"
Nas,"Reminds me of Emmett Till
Let's remind 'em why Kap kneels"
Nas,"I'm new on the rap scene, brothers never heard of me
Yet I'm a menace, yo, police wanna murder me"
Nas,"That's alleged, you see my nigga's a stand up dude
So I'm yelling, ""Free my nigga!"""
Nas,"I reinforce the frail with lyrics that's real
Word to Christ, a disciple of streets, trifle on beats"
Nas,"(Nasty) The kid! (Nasty) Yeah...
(Nasty) Nasty kid (Nasty)"
Nas,"I was Scarface, Jay was Manolo
It hurt me when I had to kill him, and his whole squad for dolo..."
Nas,"Nigga, let's get high, nigga (Roll them dice, nigga, hurry up)
Highest to the sky, it's four hundred in here, nigga"
Nas,"Fresh out the motherfuckin' pack (Right out the pack, son)
For niggas don't know how to act (No doubt, son)"
Nas,"Making room for people who didn't like the labor
But wanted the spoils, greedy, selfish behavior"
Nas,"Who want it? Tuck your chain when dude comin'
Renegades that'll peel you back like new hundreds"
Nas,"I would've fell with you, to Hell with you
If Heaven was a mile away, and you could ride by the gates"
Nas,"His girl caught feelings, she mad, she threw the ring out
How she found out? She dreamt the whole thing out"
Nas,"On the last swing, I saw it was a G-string and heard laughter
Thought about my nine-side Glock"
Nas,"Flyin', duckin', our bitches in the club cluckin'
Tellin' my wife who I was dancin' with like I was fuckin'"
Nas,"Weed smoke, three tokes, nigga, pour more Henny
He sighs with eyes that seen a war too many"
Nas,"I let the hammers blow, wet three kids
See honey thought I had somethin' to do with all the drama"
Nas,"P, how many times ain't you shamed that
Jungle was bustin' his gun to get your weak chain back"
Nas,"One love, one love, one love, one love
One love, one love, one love, one love"
Nas,"Me and my higher self, we often would speak
Somehow we lost the connection, might meet at Joshua Tree"
Nas,"I never asked to be top of rap's elite
Just a ghetto child tryna learn the craft of the streets"
Nas,"Peoples are petro, dramatic, automatic .44 I let blow
And back down po-po when I'm vexed, so"
Nas,"Chain gleamin', switchin' lanes, two-seater
Hate him or love him for the same reason (Fresh)"
Nas,"Soon enough, assume the cuffs, the position
Not new to us, since back on the bus sittin'"
Nas,"Some of you niggas' true colors becomin' clear more
It's rare I listen to niggas who never been in my position"
Nas,"Trickin' six-digits on kicks and still holdin'
Trips to Paris, I'd civilize every savage"
Nas,"(Will) Teach you, the king, you know you
(Not) God's Son across the belly"
Nas,"So let's see, if we flip this other ki, then that's more for me
Mad coke and mad leak plus a 500, cut in half is 250"
Nas,"This song is the second single off Nas' 2001 album... Read More
Woke up this mornin' (Yeah)"
Nas,"And told my little man I'ma ghost, I broze
Left some jewels in his skull that he can sell if he chose"
Nas,"I'm a hustler in the studio, cups of Don Julio
No matter what the CD called, I'm unbeatable y'all, let's go!"
Nas,"The Persian military invaded
They heard about the gold, the teachings, and everything sacred"
Nas,"You ain't real, hope you got yourself a gun
It's the return of the prince, the boss"
Nas,"Aristocrats politickin' daily wit' diplomats
See, me, I'm an official mack, Lex Coupe triple black"
Nas,"Just when I thought I found love, she shitted on me
Shopped in Vegas, a present, for our engagement"
Nas,"Plus the people need someone to believe in (Yes)
So in God's Son we trust"
Nas,"Life is ill again, life's a movie
Then the roster's Cypress Hill, Nas, and Fugees"
Nas,"Cop wanna make it home by nighttime
Just a good kid, he wasn't that guy"
Nas,"One knee, I ducked, could it be my time is up?
But my luck, I got up, the cop shot again"
Nas,"Tell them angels open the door for me
From nine Berettas and movin' raw"
Nas,"Bitch ass niggas! Bitch ass niggas!
You bitch ass motherfuckers!"
Nas,"Would a fiend even want to get high? Would he stop smokin'
If he knew on his own two feet he could just stroll in?"
Nas,"You can hate me now (I won't stop)
But I won't stop now (I can't stop)"
Nas,"Get, get, get, get, get, get, get down!
Everybody"
Nas,"I don't like you near bruh, but I need you to
Stay"
Nas,"I wrote my first verse, I was about nine
I was about mine, fantasize house buyin'"
Nas,"Swingin' slower and slower
On the last swing, I saw it was a G-string and heard laughter"
Nas,"A lot of weak hearted wither and moan (We get up and we keep it flowing)
Only the strong will continue (yeah), I know you have it in you (Yeah, yeah)"
Nas,"Could use a gun, son, but fuck being the wanted man
But if I hit rock bottom, then I'ma be the Son of Sam"
Nas,"Only the strong will continue, do you have it in you?
Come, we've got a journey to go"
Nas,"It's evident they all the same, with gray hair and still mean muggin'
Gray hairs of wisdom, that means you seen somethin', say something"
Nas,"I guess you just knew and blew a good thing, baby
Listen, could you imagine writing your deposition?"
Nas,"Stayed around the hood, smoothest cat getting the dough
Them old-timers advise you to them problems that's ahead"
Nas,"I'm the William Wallace of this shit
Ayo, P, Prodigy I got love for you, man, I love you, man"
Nas,"Use my tongue to tear the skin hanging from the roof of my mouth
Shit was felicissimo melting pot, city sweltering hot"
Nas,"The cops shot the kid, the cops shot–
The cops shot the kid"
Nas,"Instead of diet plans, it's crack, 200 grams
I pump a G-pack, peepin' for where the D's at"
Nas,"I'm sayin' take the clip, man, c'mon, take it out!
Light them Phillies up, man!"
Nas,"In the middle of that, Jay tried to sneak attack
Assassinate my character, degrade my hood"
Nas,"Choco blunts'll make me see him drop in my weed smoke
It's real, grew up a trife life, the times of white lines, the high pipes"
Nas,"Liars brag, you put work in
You ain't mean to murk him, your gun's a virgin"
Nas,"(Nah, that was weak there)
""My people be projects or jail, never Harvard or Yale..."""
Nas,"Timbs was 40 Below, waves to the side of his dome
Definition of good nigga, yo"
Nas,"The fronters, wannabe ill niggas and spot runners
Thinking it can't happen 'til I trap 'em and clap 'em"
Nas,"So hot and soft, that's the same thing that got you lost
(You should be ashamed)"
Nas,"Gangsters don't die, niggas only become immortal
Angels don't only fly, they walk right before you"
Nas,"The cops shot the kid, the cops shot–
The cops shot the kid"
Nas,"So, until that day we expire and turn to vapors
Me and my capers will be somewhere stackin' plenty papers"
Nas,"Broad daylight, face-to-face without a vest
You know the episodes, thugs camouflage the spectacles"
Nas,"Now he got jealous and mad at my shine
Making silly tapes, I'm always on his mind"
Nas,"Others, such as myself, are tryin' to carry on tradition
Keepin' this Schweppervescence street ghetto essence inside us"
Nas,"This is what it's all about, word
Time to take affirmative action, son"
Nas,"Ain't too much left to buy, bought it, I'm loaded, I guess
Lear jets, I ask myself: do I need love or success?"
Nas,"It's disgusting, man, stay out the magazines
Keep my name out your motherfuckin' mouth"
Nas,"No reason for your mans to panic
You don't wanna see no ambulances"
Nas,"Only if I had one gun, one girl and one crib
One God to show me how to do things his son did"
Nas,"Wait, I had to let it marinate, we carry weight
Tryin' to get laced, flip the ace, stack the safe"
Nas,"(Keepin' us blind) Vultures eat you alive
(Take heed to the signs) Wishin' I'd find"
Nas,"How could I not succumb? How could I not partake?
Fifteen, I got a gun"
Nas,"Lord have mercy, Jesus Christ
He's just nice, he just slice, like a Ginsu"
Nas,"See honey thought I had somethin' to do with all the drama
'Cause I was with a crew that had her people killed"
Nas,"Gats on us, I don't really trust these guys
Spend a couple bucks a night on bottles on cuties"
Nas,"My creation was for Blacks to kill Blacks
It's gats like me that accidentally go off, making niggas memories"
Nas,"For niggas don't know how to act
To all the niggas on the block slangin' crack"
Nas,"Player haters play this in cell blocks and rocked stages
Winking at some female cops with cocked gauges"
Nas,"Plus I got the Kane (Cane) and ""Lean On Me"" (Yeah)
MCs, I'm eatin' you B-I-T-C-H's like tortilla chips"
Nas,"Really what's in my mind is organizing a billion Black motherfuckers
To take over J.P. and Morgan, Goldman and Sachs"
Nas,"All I need is one mic (Fuck the cars, the jewelry)
All I need is one mic (To spread my voice to the whole world, baby)"
Nas,"The world is an addiction
Serving up a fix"
Nas,"I'd free all my sons (I love 'em, love 'em, baby)
Black diamonds and pearls (Could it be, if you could be mine, we'd both shine?)"
Nas,"Every day you wake up and breathe another breath, you blessed
To all them niggas runnin' around"
Nas,"Before anybody wanted a photo of mine
Before the internet energy and social decline"
Nas,"(Right...) It's real in the field
Word life, check it"
Nas,"At seventeen I made seventeen thousand living in public housing
Integrity intact, repping hard"
Nas,"Had so many bad chicks in his bed, strange sex, same sex
Has addictions that are sadistic, chain of events, habits"
Nas,"But that's my heart
Y'all still trippin' off the Jigga shit"
Nas,"Y'all just wanna deal with drama
Talk about niggas who've got things, y'all ready to kill his mama"
