rapper,lyric
Nas,seen a lot of niggas blow lot of dreams folded
Nas,some wasnt humble ate too much got bloated
Nas,aint too much left to buy bought it im loaded i guess
Nas,lear jets i ask myself do i need love or success
Nas,they say the artist that truly suffers his stuff is the best
Nas,cause his heart bleed on his sleeve pain pistols and sex
Nas,remember spray paintin the word fresh and then starin at it
Nas,older folks angry pointin swearin at it
Nas,buildings i sprayed nowadays drive the mclaren past it
Nas,same old man from years ago told me life is short
Nas,so from infant to geriatric trust your own judgment
Nas,live with it and love it
Nas,i want a bitch i can trust some niggas i can trust
Nas,accountants lookin over my figures i can trust
Nas,a lawyer thats fightin for my decisions i can trust
Nas,damn my nigga trust i can never get enough
Nas,or rugers i can trust shooters i can trust
Nas,goons that know how to spot out a judas i can trust
Nas,and if i cant trust you the fuck is you here for
Nas,light it uhh
Nas,light it up uhh
Nas,the whole city is mine prettiest don
Nas,i dont like the way p diddy did shyne with different lawyers
Nas,why its mentioned in my rhymes fuck it
Nas,its just an intro hate it or love it like it bump it or dump it
Nas,write it across the stomach spell god son
Nas,life is like a jungle black its like the habitat of tarzan
Nas,matter of fact its harder than most can imagine
Nas,most of my niggas packed in correctional facilities
Nas,half of them passed on mac strong couple of shots
Nas,made the ghost leave a body now they hauntin the block
Nas,where they used to stand at somebodys takin they place
Nas,a younger man perhaps hand slaps cant understand that
Nas,same walk same talk i wonder can that be possible
Nas,a thug dies another step inside his shoes
Nas,and they will hurt you layin low with a bottle
Nas,im blowin circles my state of mind purple
Nas,light it light it uhh
Nas,yeah light it up
Nas,light it up uhh
Nas,yall just wanna deal with drama
Nas,talk about niggas who got things yall ready to kill his mama
Nas,everything you into is underworld related
Nas,you sell your man out not even your girl is sacred
Nas,you dont trust a soul hold up you moldin soldiers
Nas,to pull guns quick and always look behind the shoulder
Nas,think of how many dudes died tryna be down with you
Nas,everybodys under six feet of ground but you
Nas,still standin still roamin through the streets thats real
Nas,you a survivor knowin all the beef is ill
Nas,you got a bunch of thugs with you even now thats ready
Nas,trustin your judgment quick to put it down they deadly
Nas,the hood love you but behind your back they pray for the day
Nas,a bullet hit your heart and ambulances take you away
Nas,that aint love its hate think of all the mothers at wakes
Nas,whose sons you killed and you aint got a cut on your face
Nas,unmarked police cars roam the streets hard the heat is god
Nas,somebody tell these shorties reach for the stars
Nas,instead they tell em how to reach through the bars holdin a mirror
Nas,lookin down a tear in jail makin weapons to kill ya
Nas,weed smoke three tokes nigga pour more henny
Nas,he sighs with eyes that seen a war too many
Nas,coldblooded murderers universal
Nas,hood to hood blowin smoke state of mind is purple
Nas,light it up light it up light it up uhh
Nas,light it up light it up light it up uhh
Nas,uhh uhh uhh light it light it uhh
Nas,these hotheaded youngsters always get into trouble
Nas,reactin before thinkin they easily irritated
Nas,and murders premeditated its a fact that we sinkin
Nas,when we should be climbin in a nutshell its just jail
Nas,drug sales liquor and diamonds niggas rewindin
Nas,instead of movin forward to blow up so whats the science
Nas,people shoutin police pushin the crowd
Nas,and on the grounds a young soldier with meat hangin out him
Nas,am i hallucinatin off the hazin
Nas,or did i just see a nigga shoot another niggas face in
Nas,its a ugly nation cops circle the block with mug shots
Nas,photograph pictures of suspect faces
Nas,its usually two or three niggas who innocent
Nas,but if they lock the wrong ones up then someonell snitch
Nas,a divideandfall strategy they arent fair
Nas,i dig in my bag of weed thats covered with orange hair
Nas,this color purplell make whoopi give me the pussy
Nas,and celie oprah and danny glover gots to feel me
Nas,this is how i escape the madness
Nas,you cocked back
Nas,you thought you had it planned you thought you had your man
Nas,he saw you coming he ran when you tried to blast that man
Nas,missed him by inches he sprinted
Nas,some of his boys on the corner was who your bullets entered
Nas,two of em pull through but one didnt sons finished
Nas,you took the life of him
Nas,the part about it thats crazy you was aight with him
Nas,tight with him why was he in the way
Nas,why was he standing next to the enemy that specific day
Nas,his style never hollas loud stays reclusive
Nas,good dude got that look like he always about to do shit
Nas,side of his mouth toothpick one eyebrow raised
Nas,got into it with dude who still tried to live out his old wild out days
Nas,they never had no probs
Nas,somehow they rubbed each other wrong like a bad massage
Nas,these two different personalities had to collide
Nas,niggas could not aim and innocent niggas died
Nas,you ask why cause of a
Nas,accident murderer act like you killed on purpose
Nas,liars brag you put work in
Nas,you aint mean to murk him your guns a virgin
Nas,streets are full of em read the bulletin
Nas,accident murderer
Nas,you just an accident murderer
Nas,we grew up doing graffiti now hollow heads getting heated
Nas,seated in foreign cars constantly getting weeded
Nas,proceeded to count profits i know they got on binoculars
Nas,but fuck em all we balling til they come lock us up
Nas,20 to life im clubbing blowing 20 tonight
Nas,we the mob bob marley marlin all through the night
Nas,addicted to wealth never cold turkey to war
Nas,snatch a tec off the shelf live forever thats inshallah
Nas,memoirs of a rich nigga
Nas,sweat suits gold chains old drug dealers
Nas,new benz chrome rims are for show killer
Nas,you niggas accidental shoppers in back of the limo
Nas,pay your tithes stay alive cant be dodging my clique
Nas,cut a check i use your bitch for some bargaining chips
Nas,in a hole sell your home nigga go sell your soul
Nas,this fortyfive in control god forgives and i dont
Nas,accident murderer act like you killed on purpose
Nas,liars brag you put work in
Nas,you aint mean to murk him your guns a virgin
Nas,streets are full of em read the bulletin
Nas,accident murderer
Nas,you just an accident murderer
Nas,accident murderer
Nas,accident murderer you just an accident murderer
Nas,yo for my nigga that got killed got hit up
Nas,vodka spills on the concrete light a swisha we miss ya
Nas,and for that girl who never made it home shot in the dome
Nas,how they gon kill that beautiful sister
Nas,violent adolescents homicidal with weapons
Nas,not a lot of knowledge inside of they minds that im guessing
Nas,tell me who you impressing
Nas,shooters i knew them when they was babies i used to test them
Nas,make em throw up they hands choke em out playing wrestling
Nas,watch em grow to a man i see them now they repping
Nas,but they coldblooded homie wondering where the respect went
Nas,cant play with these little niggas gangsta little niggas
Nas,cant hang with these little niggas theyre killing theyre reckless
Nas,wish i could build with him but will he change really
Nas,some real killers i think of wayne perry
Nas,think of my nigga drawz but you arent a name to me
Nas,you aint mean to kill him it wasnt necessary
Nas,accident murderer act like you killed on purpose
Nas,liars brag you put work in
Nas,you aint mean to murk him your guns a virgin
Nas,streets are full of em read the bulletin
Nas,accident murderer
Nas,yeah
Nas,ayo its poison
Nas,ecstasy coke you say its love it is poison
Nas,schools where i learned they should be burned it is poison
Nas,physicians prescriptin us medicine which is poison
Nas,doctors injectin our infants with the poison
Nas,religion misoverstood is poison
Nas,niggas up in my hood be gettin shot given poison
Nas,in hospitals shots riddle the block
Nas,little children and elderly women run for they lives
Nas,drizzlin rain come out the sky every time somebody dies
Nas,must be out my fuckin mind what is this the hundredth time
Nas,sendin flowers to funerals readin rest in peace
Nas,you know the usual death comes in threes
Nas,life is short is what some nigga said
Nas,not if you measure life by how one lives and what he did
Nas,and funny how these blackkiller companies is makin money off us
Nas,fast food cola soda skull and bone crosses
Nas,its all poison
Nas,ecstasy coke you say its love it is poison
Nas,schools where i learned they should be burned it is poison
Nas,physicians prescriptin us medicine which is poison
Nas,doctors injectin our infants with the poison
Nas,religion misoverstood is poison
Nas,sisters up in my hood try to do good given choices
Nas,when pregnant drop out of school or have abortions
Nas,stop workin hopin that they find a man that will support them
Nas,up late night on they mothers cordless
Nas,thinkin a perm or bleachin cream will make them better when they gorgeous
Nas,white girls tannin liposuction
Nas,fake titties are implanted fake lips thats life destruction
Nas,lightskinned women biracial hateful
Nas,toward themselves denyin even they blood
Nas,i dont judge tiger woods but i
Nas,overstand the mental poison thats even worser than drugs
Nas,yo its poison
Nas,ecstasy coke you say its love it is poison
Nas,schools where i learned they should be burned it is poison
Nas,physicians prescriptin us medicine which is poison
Nas,doctors injectin our infants with the poison
Nas,religion misoverstood is poison
Nas,radio and tv poison
Nas,white jesus poison
Nas,and any thoughts of takin me down is poison
Nas,who want beef now my heat shall anoint them plaow
Nas,never to worry
Nas,all the wrongdoers got it comin back to em a thousand times over
Nas,every dog has its day and everything flips around
Nas,even the most greatest nation in the world has it comin back to em
Nas,everybody reaps what they sows thats how it goes
Nas,innocent lives will be taken it may get worse
Nas,but well get through it yall be strong
Nas,the chinaman built the railroad
Nas,the indians saved the pilgrim
Nas,and in return the pilgrim killed em
Nas,they call it thanksgiving i call your holiday hellday
Nas,cause im from poverty neglected by the wealthy
Nas,me and my niggas share gifts eryday like christmas
Nas,slay bitches and party eryday like this is the last
Nas,im with my heckles connectin and we hittin the lab
Nas,this is my level fuck if it get you mad
Nas,its all poison
Nas,all of my words to enemies it is poison
Nas,rappers only talk about keys its all poison
Nas,how could you call yourself mcs you aint poison
Nas,think about the kids you mislead with the poison
